latitude,longitude,name,comments,rating,Address,Neighborhood,City,Postal,Subregion,Region,Bajo,Medio Bajo,Medio Alto,Alto
19.6427147,-99.18157,Oxxo Temoaya,12.0,2.6,Calle Tepotzotlán 3,Cuautitlán Nb,La Concepción,54900,tultitlan,méxico,,23,36,10
19.6747324,-99.2036102,Oxxo Acequia,405.0,3.8,Calle La Gavia,,Fracc Jardines de la Hacienda Sur,54720,cuautitlan izcalli,méxico,,15,40,24
19.6758098,-99.0798212,Oxxo Planeta Azul,24.0,2.9,Calle Constitución de Apatzingán 83,,Fraccionamiento Morelos 2da Sección,54930,tultitlan,méxico,,23,36,10
19.6245901,-99.0943676,Oxxo LOS ACUALES,13.0,3.5,Calle Agua 72,,Los Acuales,55739,coacalco de berriozabal,méxico,,6,34,18
19.7073323,-99.0723636,Oxxo El Calvario,348.0,3.7,Avenida Hacienda El Calvario 44,,Fracción XVII,55790,nextlalpan,méxico,,25,,
19.651736,-99.1149623,Oxxo Rosa,963.0,4.0,Circuito Hacienda de las Jacarandas 12B,,Fracc Hacienda Real de Tultepec,54987,tultepec,méxico,,36,,
19.6204534,-99.2083078,Oxxo Villas Del Sol,113.0,3.4,Avenida Miguel Hidalgo,Perinorte,Conjunto Habitacional El Roble,54700,cuautitlan izcalli,méxico,,15,40,24
19.6412111,-99.0423598,Oxxo Jardines del Rey,127.0,4.2,,,Fracc Hacienda Ojo de Agua,,tecamac,méxico,,17,5,11
19.6317905,-99.0891668,Oxxo Zentralia,,,Vía José López Portillo 145,,Santa María Magdalena Huizachitla,55715,coacalco de berriozabal,méxico,,6,34,18
19.7207632,-99.1443719,Oxxo Ficus,107.0,3.7,El Álamo,,Álamos III,54830,cuautitlan,méxico,,52,19,18
19.6099783,-99.207749,Cadena comercial Oxxo,8.0,4.1,,,,54769,cuautitlan izcalli,méxico,,15,40,24
19.6819905,-99.178653,Oxxo Morin,305.0,3.9,Manuel Gómez Morín,Centro Cuautitlán,Ejidos del Socorro,54840,cuautitlan izcalli,méxico,,15,40,24
19.6726774,-99.1844714,OXXO Luna gas Mex,17.0,4.1,Calle Aurora de Hierro 156,Centro Cuautitlán,El Cerrito,54879,cuautitlan,méxico,,52,19,18
19.6866122,-99.2035065,OXXO la hacienda,10.0,4.1,Autopista México-Querétaro,,Fracc Valle de la Hacienda,54715,cuautitlan izcalli,méxico,,15,40,24
19.6379056,-99.2262047,OXXO Rio Lerma,28.0,3.9,Calle Río Coatzacoalcos,,Fraccionamiento Colinas del Lago,54744,cuautitlan izcalli,méxico,,15,40,24
19.652394,-99.2083594,Oxxo Cinemas,209.0,4.1,Avenida Temoaya,,Centro Urbano,54750,cuautitlan izcalli,méxico,,15,40,24
19.6099148,-99.2070469,Cedis Oxxo San Martín Obispo,858.0,4.3,,,,54769,cuautitlan izcalli,méxico,,15,40,24
19.6385001,-99.1672149,Oxxo,,,Boulevard Tultitlán Poniente,,Barrio Los Reyes,54900,tultitlan,méxico,,23,36,10
19.6377165,-99.0423254,Oxxo Jardines de Cataldo,184.0,3.5,Boulevard Jardines,,Los Héroes Tecámac II Secc Jardines,55764,tecamac,méxico,,17,5,11
19.7160592,-99.1396697,Oxxo Visitacion,29.0,3.5,Calle San Isidro Oriente,,Visitación,54890,melchor ocampo,méxico,,12,5,
19.638761,-99.1507272,Oxxo Teyahualco,126.0,4.1,Avenida Recursos Hidráulicos,,Tabla La Loma,54980,tultitlan,méxico,,23,36,10
19.6560659,-99.2136376,Oxxo Musas,12.0,3.5,Avenida de las Musas,Centro Urbano,Fraccionamiento Ensueños,54740,cuautitlan izcalli,méxico,,15,40,24
19.6262963,-99.1649198,Oxxo Tamarindo,91.0,3.8,Boulevard Tultitlán Poniente,,Condominio Bosques de Tultitlán,54913,tultitlan,méxico,,23,36,10
19.6668669,-99.1364304,Oxxo Toluquita,25.0,4.2,Privada Bosques de Cedro 89,,El Bosque Tultepec,54984,tultepec,méxico,,36,,
19.6308184,-99.2054722,Oxxo Fidel,25.0,3.2,Calle Tonatico,Perinorte,Unidad Habitacional Tepalcapa,54700,cuautitlan izcalli,méxico,,15,40,24
19.6273469,-99.0454618,Oxxo Olmos,312.0,3.9,Calle Bosque de los Olmos 2,,Héroes Tecámac II Bosques Secc IV,55765,tecamac,méxico,,17,5,11
19.3643824,-99.2452913,OXXO GALAXIA,97.0,3.6,Avenida Tamaulipas,,Corpus Christy Ampl. Xocomecatla,01530,alvaro obregon,ciudad de méxico,,104,80,24
19.3732939,-99.176103,Oxxo Lima,,,Eje 7 Sur 204,del Valle,Tlacoquemécatl,03200,benito juarez,ciudad de méxico,,,54,39
19.3887483,-99.1412702,Oxxo Ahorro,13.0,4.2,Ahorro Postal,del Valle,Postal,03410,benito juarez,ciudad de méxico,,,54,39
19.351388,-99.2185128,OXXO,15.0,4.3,Calzada de las Águilas,,Unidad Habitacional Las Águilas,01048,alvaro obregon,ciudad de méxico,,104,80,24
19.4575971,-99.1448261,Oxxo,28.0,3.2,Calle Neptuno 96,,San Simón Tolnáhuac,06920,cuauhtemoc,ciudad de méxico,,21,101,6
19.2933755,-99.2158744,Oxxo,19.0,4.3,Calle Telchac 514,,Jardines del Ajusco,14200,tlalpan,ciudad de méxico,5,213,35,20
19.294716,-99.2264378,Oxxo Popolna,185.0,3.3,Calle Popolnah 1011,,Lomas de Padierna,14240,tlalpan,ciudad de méxico,5,213,35,20
19.2838281,-99.2328573,Oxxo San Nicolas,45.0,3.2,Calle Tetiz,,Pedregal de San Nicolás 3A Sección,14100,tlalpan,ciudad de méxico,5,213,35,20
19.2792421,-99.2377737,Oxxo Conkal,115.0,3.8,Calle Sisal 365,,Pedregal de San Nicolás 4A Sección,14100,tlalpan,ciudad de méxico,5,213,35,20
19.2908353,-99.2173658,Oxxo Padierna,35.0,3.7,,,Lomas de Padierna,14240,tlalpan,ciudad de méxico,5,213,35,20
19.2888748,-99.2236512,Oxxo Tizimin.,4.0,3.8,Calle Tizimín,,Lomas de Padierna,14240,tlalpan,ciudad de méxico,5,213,35,20
19.2835941,-99.240303,Oxxo Homun,122.0,3.5,Calle Homun 130,,Pedregal de San Nicolás 3A Sección,14100,tlalpan,ciudad de méxico,5,213,35,20
19.284327,-99.2176147,Oxxo Plaza Tekal,38.0,3.8,Carretera Picacho Ajusco,,Jardines del Ajusco,14200,tlalpan,ciudad de méxico,5,213,35,20
19.290317,-99.2229242,Oxxo Izamal,11.0,3.4,Calle Izamal 228,,Lomas de Padierna,14240,tlalpan,ciudad de méxico,5,213,35,20
19.4186088,-99.1383584,Oxxo Otomíes,10.0,3.3,Avenida Isabel La Católica,,Obrera,06800,cuauhtemoc,ciudad de méxico,,21,101,6
19.3383172,-99.2208,oxxo pabellon travesi,8.0,3.9,Avenida Toluca 571,,Olivar de los Padres,01780,alvaro obregon,ciudad de méxico,,104,80,24
19.1540024,-99.158232,OXXO Parres CUE,1.0,4.4,,,,,tlalpan,ciudad de méxico,5,213,35,20
19.3382507,-99.2134285,OXXO O'Farril,15.0,4.6,Rómulo O'Farril 546B,,Miguel Hidalgo,01780,alvaro obregon,ciudad de méxico,,104,80,24
19.2938257,-99.1798903,OXXO,14.0,2.4,Avenida Insurgentes Sur,,Peña Pobre,14060,tlalpan,ciudad de méxico,5,213,35,20
19.4321424,-99.1821094,Oxxo Spencer,9.0,2.4,Calle Euler,Polanco Nb,Polanco I Sección,11510,miguel hidalgo,ciudad de méxico,,32,38,26
19.4419869,-99.1830897,Oxxo,179.0,3.8,Calzada General Mariano Escobedo 218,,Anáhuac I Sección,11320,miguel hidalgo,ciudad de méxico,,32,38,26
19.4430399,-99.1923172,OXXO Lago Hielmar,17.0,2.6,Boulevard Lago Hielmar 111,,Cuauhtémoc Pensil,11490,miguel hidalgo,ciudad de méxico,,32,38,26
19.4588081,-99.2041077,Oxxo Argentina,11.0,2.2,Calzada San Bartolo Naucalpan,,Argentina Poniente,11230,miguel hidalgo,ciudad de méxico,,32,38,26
19.4382142,-99.1905729,Oxxo,27.0,2.6,Avenida Ejército Nacional 505,Polanco Nb,Granada,11520,miguel hidalgo,ciudad de méxico,,32,38,26
19.4565986,-99.1884229,Oxxo,16.0,3.5,Avenida Marina Nacional,,Tacuba,11410,miguel hidalgo,ciudad de méxico,,32,38,26
19.4704345,-99.2235291,Oxxo Pirámide,8.0,3.8,Avenida 16 de Septiembre,San Bartolo,Fracc Industrial Naucalpan,53489,naucalpan de juarez,méxico,,120,9,22
19.4357407,-99.1830782,Oxxo,8.0,3.4,Calzada General Mariano Escobedo 369,Polanco Nb,Polanco I Sección,11510,miguel hidalgo,ciudad de méxico,,32,38,26
19.4436074,-99.2048033,Oxxo Polarea,15.0,4.3,Presa Falcón,Polanco Nb,Ampliación Granada,11529,miguel hidalgo,ciudad de méxico,,32,38,26
19.4380171,-99.1986813,Oxxo Calderón de la Barca,12.0,3.1,Calle Pedro Calderón de la Barca 407,Polanco Nb,Polanco I Sección,11510,miguel hidalgo,ciudad de méxico,,32,38,26
19.4523144,-99.2029081,Oxxo Lago Atitlán,22.0,4.0,Calle Poniente 139A 744,,México Nuevo,11260,miguel hidalgo,ciudad de méxico,,32,38,26
19.4519012,-99.2006062,OXXO Bicentenario,13.0,3.1,Calzada Legaria,,Deportiva Pensil,11470,miguel hidalgo,ciudad de méxico,,32,38,26
19.4665699,-99.2372817,Oxxo Acambaro,45.0,3.6,Avenida 1ro de Mayo 37,San Bartolo,Zona Industrial Industrial Tlatilco,53529,naucalpan de juarez,méxico,,120,9,22
19.4581385,-99.179526,OXXO Mar Egeo,15.0,1.9,Avenida Cuitláhuac 48,,Popotla,11400,miguel hidalgo,ciudad de méxico,,32,38,26
19.2925334,-99.2333936,Oxxo Tetiz,43.0,3.6,Calle Sinanché,,Pedregal de San Nicolás 1A Sección,14100,tlalpan,ciudad de méxico,5,213,35,20
19.4357663,-99.1695752,Oxxo,7.0,3.3,Calle Río Yangtsé 212E,Colonia Cuauhtémoc,Cuauhtémoc,06500,cuauhtemoc,ciudad de méxico,,21,101,6
19.4780124,-99.200186,OXXO Cantemoc,10.0,2.8,Campo Cantemoc,,San Antonio,02720,azcapotzalco,ciudad de méxico,,40,47,23
19.470469,-99.1897905,Oxxo,15.0,3.8,Avenida Aquiles Serdán,,Ángel Zimbrón,02099,azcapotzalco,ciudad de méxico,,40,47,23
19.3596362,-99.3517893,OXXO DELICIAS,28.0,1.9,Galeana,,Barrio San Melchor,52760,huixquilucan,méxico,,44,,9
19.266994,-99.2351971,Oxxo Gavilan,223.0,3.9,Carretera Picacho Ajusco,,San Nicolás II,14735,tlalpan,ciudad de méxico,5,213,35,20
19.2682437,-99.2218872,Oxxo Ajusco,66.0,3.7,Carretera Picacho Ajusco,,Chimilli,14749,tlalpan,ciudad de méxico,5,213,35,20
19.3323016,-99.0609193,Oxxo quintanar,2.0,3.5,Avenida José López Portillo,,Unidad Hab Presidentes de México,09740,iztapalapa,ciudad de méxico,,193,109,24
19.3022934,-99.1672255,OXXO,3.0,2.7,Boulevard Adolfo Ruíz Cortines,,Villas del Imán,04700,coyoacan,ciudad de méxico,,53,60,43
19.2802102,-99.1944059,OXXO Corregidora,53.0,4.1,Calle Ampliación Corregidora,,Miguel Hidalgo 2A Sección,14250,tlalpan,ciudad de méxico,5,213,35,20
19.2999317,-99.1758337,OXXO Norte Fabela,13.0,3.3,1ra Calle Norte 316,,Isidro Fabela,14030,tlalpan,ciudad de méxico,5,213,35,20
19.2938509,-99.1814597,Oxxo Cuevitas,25.0,3.3,Avenida Insurgentes Sur 3699,,Miguel Hidalgo,14000,tlalpan,ciudad de méxico,5,213,35,20
19.3116595,-99.1606049,Oxxo San Gabino,168.0,3.7,San Gabino,,Pedregal de Santa Úrsula,04600,coyoacan,ciudad de méxico,,53,60,43
19.2998634,-99.1696333,Oxxo Isidro Fabela,15.0,3.3,1ra Calle Norte,,Isidro Fabela,14030,tlalpan,ciudad de méxico,5,213,35,20
19.3023236,-99.1672156,OXXO Plaza 68,49.0,4.2,Boulevard Adolfo Ruíz Cortines,,Villas del Imán,04700,coyoacan,ciudad de méxico,,53,60,43
19.2953066,-99.1750252,Oxxo,12.0,4.2,Avenida San Fernando 417,,Tlalpan Centro,14000,tlalpan,ciudad de méxico,5,213,35,20
19.2949778,-99.1782603,Oxxo,13.0,4.2,Avenida San Fernando 514,,Tlalpan Centro,14000,tlalpan,ciudad de méxico,5,213,35,20
19.2921505,-99.1785558,Oxxo,32.0,3.4,Calle Ayuntamiento 87,,La Lonja,14268,tlalpan,ciudad de méxico,5,213,35,20
19.4844793,-99.1857998,Oxxo Castilla MR,34.0,2.9,Avenida Azcapotzalco,,Centro de Azcapotzalco,02000,azcapotzalco,ciudad de méxico,,40,47,23
19.4788518,-99.1890389,OXXO Apolonia,17.0,3.1,Santa Apolonia,,San Francisco Tetecala,02730,azcapotzalco,ciudad de méxico,,40,47,23
19.4815565,-99.1824397,Oxxo San Sebastián,14.0,3.4,Calle 2,,Del Maestro,02040,azcapotzalco,ciudad de méxico,,40,47,23
19.4841215,-99.1826645,Oxxo 22 de febrero,21.0,4.0,Avenida 22 de Febrero,,Los Reyes,02010,azcapotzalco,ciudad de méxico,,40,47,23
19.480533,-99.1874523,OXXO Jardín Azcapo,70.0,4.1,Reforma,,Centro de Azcapotzalco,02000,azcapotzalco,ciudad de méxico,,40,47,23
19.4789957,-99.1843652,Oxxo,,,Avenida 22 de Febrero,,Centro de Azcapotzalco,02000,azcapotzalco,ciudad de méxico,,40,47,23
19.4892486,-99.1849754,Oxxo San Marcos,1.0,4.0,Antigua Calzada de Guadalupe,,San Marcos,02020,azcapotzalco,ciudad de méxico,,40,47,23
19.4865146,-99.1737377,Oxxo,4.0,2.8,Granjas 591B,,El Jagüey,02519,azcapotzalco,ciudad de méxico,,40,47,23
19.4909404,-99.1943628,Oxxo,146.0,3.6,Privada 16 de Septiembre,,Pasteros,02150,azcapotzalco,ciudad de méxico,,40,47,23
19.4877513,-99.1926475,Oxxo Axolahua,122.0,3.8,Avenida Aquiles Serdán,,La Preciosa,02460,azcapotzalco,ciudad de méxico,,40,47,23
19.4923721,-99.1910653,Oxxo Gasoducto,48.0,3.8,Refinería de Azcapotzalco 208,,Santa Inés,02140,azcapotzalco,ciudad de méxico,,40,47,23
19.5029295,-99.1957655,OXXO,203.0,4.2,,,,02120,azcapotzalco,ciudad de méxico,,40,47,23
19.4869859,-99.1994176,Oxxo Francita,154.0,3.7,Miguel Lerdo de Tejada 394,,Petrolera,02480,azcapotzalco,ciudad de méxico,,40,47,23
19.4582188,-99.1842213,Oxxo Golfo de California,70.0,4.1,Calzada México Tacuba,,Tacuba,11410,miguel hidalgo,ciudad de méxico,,32,38,26
19.4628973,-99.1713479,OXXO,13.0,2.3,Calle Piñón 134,,Nueva Santa María,02800,azcapotzalco,ciudad de méxico,,40,47,23
19.4962356,-99.1737881,OXXO,6.0,3.3,Avenida de las Granjas,,Santa Bárbara,02230,azcapotzalco,ciudad de méxico,,40,47,23
19.4619655,-99.1758566,OXXO Biólogo,15.0,3.9,Avenida Biólogo Maximino Martínez,,Obrero Popular,02840,azcapotzalco,ciudad de méxico,,40,47,23
19.4906111,-99.1751389,Oxxo,10.0,2.0,Antigua Calzada de Guadalupe,,Santa Catarina,02250,azcapotzalco,ciudad de méxico,,40,47,23
19.4700294,-99.1700537,Oxxo,77.0,4.0,Avenida Cuitláhuac,,Hogar y Seguridad,02820,azcapotzalco,ciudad de méxico,,40,47,23
19.4650162,-99.1803736,Oxxo Clavería,18.0,3.7,Texcoco 143,,Clavería,02080,azcapotzalco,ciudad de méxico,,40,47,23
19.4826531,-99.2038151,OXXO,60.0,3.7,Campo Moluco,,San Bartolo Cahualtongo,02720,azcapotzalco,ciudad de méxico,,40,47,23
19.4829074,-99.1992453,Oxxo Petrolera,90.0,4.3,Naranjos 100,,Petrolera,02480,azcapotzalco,ciudad de méxico,,40,47,23
19.4702428,-99.1786906,OXXO Salonica,374.0,3.9,Calle Ignacio Allende,,Clavería,02080,azcapotzalco,ciudad de méxico,,40,47,23
19.4978266,-99.1988024,Oxxo Tierra Nueva,33.0,4.1,Calzada Puente de Guerra,,Tierra Nueva,02130,azcapotzalco,ciudad de méxico,,40,47,23
19.4722899,-99.2054794,OXXO Santa Lucía,8.0,3.4,Democracias 2A,,San Miguel Amantla,02700,azcapotzalco,ciudad de méxico,,40,47,23
19.4588057,-99.1968383,OXXO Lago Superior,6.0,3.7,Calzada México Tacuba,,Torre Blanca,11280,miguel hidalgo,ciudad de méxico,,32,38,26
19.5036348,-99.1567509,OXXO,9.0,3.3,Eje 1 Poniente 1111,Norte-Basílica de Guadalupe,Patera Vallejo I Secc,07710,gustavo a madero,ciudad de méxico,,,,
19.4755475,-99.2001035,Oxxo Tezozomoc,17.0,2.5,Camino a Nextengo 252,,Santa Lucía,02760,azcapotzalco,ciudad de méxico,,40,47,23
19.4546015,-99.1914361,OXXO Lago Ontario,17.0,2.8,Calle Lago Ontario,,Tacuba,11410,miguel hidalgo,ciudad de méxico,,32,38,26
19.4624604,-99.1883411,Oxxo Tehuantepec,25.0,3.2,Avenida Azcapotzalco 86,,Ángel Zimbron,11410,miguel hidalgo,ciudad de méxico,,32,38,26
19.4541169,-99.1980887,OXXO Estación Legaria,18.0,2.7,Calzada Legaria 227,,Ampliación Torre Blanca,11289,miguel hidalgo,ciudad de méxico,,32,38,26
19.4539135,-99.1766281,OXXO MEXICO TACUBA,18.0,3.7,Mar Arafura 2,,Popotla,11400,miguel hidalgo,ciudad de méxico,,32,38,26
19.4687276,-99.1762772,Oxxo,5.0,2.6,Avenida de las Granjas 38,,Sector Naval,02080,azcapotzalco,ciudad de méxico,,40,47,23
19.4752154,-99.175162,Oxxo Granjas,19.0,3.7,Avenida de las Granjas 215,,Jardín Azpeitia,02530,azcapotzalco,ciudad de méxico,,40,47,23
19.4790693,-99.1575883,Oxxo,34.0,3.7,Calle 29 331,,Pro-Hogar,02600,azcapotzalco,ciudad de méxico,,40,47,23
19.4950342,-99.1928395,Oxxo Jacarandas II,95.0,4.1,Jacarandas,,Pasteros,02150,azcapotzalco,ciudad de méxico,,40,47,23
19.5026354,-99.1763856,Oxxo Tecnoparque II,256.0,4.1,Avenida de las Granjas 994,,Santa Bárbara,02230,azcapotzalco,ciudad de méxico,,40,47,23
19.5055537,-99.1902446,Oxxo Xochinahuac,467.0,3.9,Deportivo Reynosa,,San Martín Xochináhuac,02120,azcapotzalco,ciudad de méxico,,40,47,23
19.4479194,-99.2015058,Oxxo Lago Ginebra,205.0,4.0,Lago de Chapultepec,,5 de Mayo,11470,miguel hidalgo,ciudad de méxico,,32,38,26
19.4602699,-99.1657692,Oxxo,392.0,3.9,Avenida de los Maestros 432,,Nueva Santa María,02800,azcapotzalco,ciudad de méxico,,40,47,23
19.4640836,-99.1556617,OXXO,138.0,4.2,Paseo de la Jacarandas 309,,Tres Lagos,02970,azcapotzalco,ciudad de méxico,,40,47,23
19.4625094,-99.1784694,Oxxo Egipto,10.0,3.1,Calle Egipto,,Clavería,02080,azcapotzalco,ciudad de méxico,,40,47,23
19.4511227,-99.1903175,Oxxo Lago Chiem,27.0,3.9,Lago Chiem 60,,San Juanico,11440,miguel hidalgo,ciudad de méxico,,32,38,26
19.456937,-99.2148213,Oxxo,9.0,2.8,Avenida Ingenieros Militares,,Argentina Poniente,11230,miguel hidalgo,ciudad de méxico,,32,38,26
19.4711275,-99.1590456,Oxxo,59.0,4.1,Avenida Jardín,,Del Gas,02950,azcapotzalco,ciudad de méxico,,40,47,23
19.4756956,-99.1557282,OXXO,6.0,5.0,Calle 19,,Pro-Hogar,02600,azcapotzalco,ciudad de méxico,,40,47,23
19.4563833,-99.1807509,Oxxo Popotla,18.0,2.7,Calzada General Mariano Escobedo,,Popotla,11400,miguel hidalgo,ciudad de méxico,,32,38,26
19.4606028,-99.1780545,Oxxo,53.0,4.1,Avenida Cuitláhuac 2312,,Clavería,02080,azcapotzalco,ciudad de méxico,,40,47,23
19.4587322,-99.1849483,Oxxo Mar,106.0,3.9,Calzada México Tacuba,,Tacuba,11410,miguel hidalgo,ciudad de méxico,,32,38,26
19.4854384,-99.1502293,Oxxo,28.0,3.5,Eje 1 Poniente,,Nueva Vallejo,07750,gustavo a madero,ciudad de méxico,,,,
19.4466235,-99.190199,OXXO Anáhuac I,14.0,3.0,Lago Ládoga 188,,Modelo Pensil,11450,miguel hidalgo,ciudad de méxico,,32,38,26
19.4596658,-99.1945198,Oxxo Huichapan,13.0,3.5,Calzada México Tacuba 65,,San Diego Ocoyoacac,11290,miguel hidalgo,ciudad de méxico,,32,38,26
19.4454618,-99.1830273,Oxxo,32.0,3.2,Calle Lago Bolsena,,Los Manzanos,11460,miguel hidalgo,ciudad de méxico,,32,38,26
19.5051122,-99.2087821,OXXO Hacienda Narvarte,187.0,3.5,Avenida Hacienda de Narvarte 164,,Prados del Rosario,02410,azcapotzalco,ciudad de méxico,,40,47,23
19.4820758,-99.2094966,Oxxo Grijalva,210.0,4.1,Campo Grijalva,,San Antonio,02720,azcapotzalco,ciudad de méxico,,40,47,23
19.4922714,-99.1600313,Oxxo,35.0,3.7,Norte 45,,Industrial Vallejo,02300,azcapotzalco,ciudad de méxico,,40,47,23
19.4528604,-99.1891823,Oxxo San Matías,9.0,1.8,Calle Felipe Carrillo Puerto 431,,Tacuba,11410,miguel hidalgo,ciudad de méxico,,32,38,26
19.4445208,-99.1789268,Oxxo Lago Texcoco,5.0,3.4,Avenida Marina Nacional,,Anáhuac I Sección,11320,miguel hidalgo,ciudad de méxico,,32,38,26
19.4560789,-99.1662275,Oxxo,30.0,3.2,Calzada de los Gallos 52,,Plutarco Elías Calles,11350,miguel hidalgo,ciudad de méxico,,32,38,26
19.4928096,-99.1873699,Oxxo Moralillo,57.0,4.1,Campo Moralillo 126,,Reynosa Tamaulipas,02200,azcapotzalco,ciudad de méxico,,40,47,23
19.4735618,-99.1543104,Oxxo,23.0,3.2,Avenida Cuitláhuac,,Pro-Hogar,02600,azcapotzalco,ciudad de méxico,,40,47,23
19.4734477,-99.1483157,OXXO,20.0,3.1,Calle 15,,Pro-Hogar,02600,azcapotzalco,ciudad de méxico,,40,47,23
19.5026042,-99.1764208,Oxxo Tecnoparque,88.0,4.3,Avenida de las Granjas 996,,Santa Bárbara,02230,azcapotzalco,ciudad de méxico,,40,47,23
19.4511956,-99.1725448,Oxxo Plan de Ayala,154.0,3.7,Calle Salvador Díaz Mirón 418,,Santo Tomás,11330,miguel hidalgo,ciudad de méxico,,32,38,26
19.4549468,-99.2025963,Oxxo Lago Cardiel,11.0,2.9,Calle Lago Caneguin,,Argentina Antigua,11270,miguel hidalgo,ciudad de méxico,,32,38,26
19.457536,-99.1922432,Oxxo,3.0,4.3,Calle Lago Superior,,Legaria,11410,miguel hidalgo,ciudad de méxico,,32,38,26
19.4488792,-99.1722207,Oxxo,33.0,3.6,Lago Zirahuén,,Anáhuac I Sección,11320,miguel hidalgo,ciudad de méxico,,32,38,26
19.463926,-99.1699135,Oxxo,250.0,3.9,Calle Begonias,,Nueva Santa María,02800,azcapotzalco,ciudad de méxico,,40,47,23
19.4544886,-99.2203227,Oxxo Oro,6.0,3.2,Joselillo,,Fraccionamiento El Parque,53398,naucalpan de juarez,méxico,,120,9,22
19.4791625,-99.1477791,Oxxo,11.0,3.9,Eje 1 Poniente 607,,Magdalena de las Salinas,07760,gustavo a madero,ciudad de méxico,,,,
19.4767518,-99.1469206,OXXO GAM,9.0,3.3,Norte 13 4720,,Magdalena de las Salinas,07760,gustavo a madero,ciudad de méxico,,,,
19.5110001,-99.1704591,OXXO PRENSA NACIONAL,581.0,3.3,Calle Rumbo 870,Ixtacala,Prensa Nacional,54170,tlalnepantla de baz,méxico,,49,37,18
19.4498118,-99.164592,OXXO,17.0,2.8,Avenida Instituto Técnico Industrial 262,,Agricultura,11360,miguel hidalgo,ciudad de méxico,,32,38,26
19.4856475,-99.2119344,OXXO Plaza San Isidro,219.0,4.1,San Isidro 640,,Providencia,02440,azcapotzalco,ciudad de méxico,,40,47,23
19.5061617,-99.1587956,Oxxo Prado Vallejo,14.0,2.8,Calzada Vallejo,Ixtacala,Fraccionamiento Prado Vallejo,54170,tlalnepantla de baz,méxico,,49,37,18
19.4798262,-99.1990379,Oxxo Campo Encantado,38.0,3.3,Campo Verde 242,,San Bartolo Cahualtongo,02720,azcapotzalco,ciudad de méxico,,40,47,23
19.4551643,-99.1578241,OXXO Naranjo,10.0,3.5,Calle Naranjo 268,,Atlampa,06450,cuauhtemoc,ciudad de méxico,,21,101,6
19.4832065,-99.2175608,OXXO Xalpa,88.0,3.4,Catarino Benavides,,Ampliación San Pedro Xalpa,02719,azcapotzalco,ciudad de méxico,,40,47,23
19.5180185,-99.1891669,OXXO Barrios,615.0,3.7,Avenida de los Barrios,Ixtacala,Fracc Los Reyes Ixtacala 2da Secc,54075,tlalnepantla de baz,méxico,,49,37,18
19.4716062,-99.2127339,OXXO Fabela,124.0,3.5,Avenida Ferrocarriles Nacionales 45,San Bartolo,Ahuizotla,53378,naucalpan de juarez,méxico,,120,9,22
19.4933551,-99.2155608,OXXO SAN AGUSTIN,14.0,3.4,Calzada de las Armas 198,,Diez de Abril,53320,naucalpan de juarez,méxico,,120,9,22
19.5321218,-99.1796071,OXXO CONDESA,11.0,3.5,Avenida Acueducto Tenayuca,,La Joya Ixtacala,54160,tlalnepantla de baz,méxico,,49,37,18
19.4654144,-99.2215818,OXXO Naucalpan,9.0,4.1,Boulevard Toluca 47,San Bartolo,Fracc Industrial Naucalpan,53489,naucalpan de juarez,méxico,,120,9,22
19.4647832,-99.1686359,Oxxo,2.0,4.5,Avenida Guanábana 184,,Nueva Santa María,02800,azcapotzalco,ciudad de méxico,,40,47,23
19.4938975,-99.1493015,OXXO Montevideo,14.0,4.1,Norte 25 72,Norte-Basílica de Guadalupe,Nueva Vallejo,07750,gustavo a madero,ciudad de méxico,,,,
19.4715908,-99.1562837,Oxxo,188.0,4.3,Oleoducto,,Del Gas,02950,azcapotzalco,ciudad de méxico,,40,47,23
19.4690394,-99.221645,Oxxo Escape,10.0,1.9,Avenida 16 de Septiembre,San Bartolo,Zona Ind Industrial Alce Blanco,53370,naucalpan de juarez,méxico,,120,9,22
19.4677593,-99.1521036,OXXO,11.0,2.2,Avenida Encarnación Ortiz 612,,Arenal,02980,azcapotzalco,ciudad de méxico,,40,47,23
19.4724222,-99.1418049,Oxxo Defensores,15.0,3.5,Norte 1H 4507,,Guadalupe Victoria II,07790,gustavo a madero,ciudad de méxico,,,,
19.4660771,-99.2190213,OXXO Plásticos,7.0,3.0,Avenida 16 de Septiembre,San Bartolo,Fracc Industrial Naucalpan,53489,naucalpan de juarez,méxico,,120,9,22
19.5049307,-99.2000689,Oxxo El Rosario,14.0,4.2,Tierra Caliente,,El Rosario,02100,azcapotzalco,ciudad de méxico,,40,47,23
19.5443988,-99.2158028,Oxxo Compostela,7.0,4.0,Calle Cerro de Compostela 102,Vlle Dorado,Fraccionamiento Los Pirules,54040,tlalnepantla de baz,méxico,,49,37,18
19.4730472,-99.1499081,Oxxo Aldana,63.0,3.9,Avenida Cuitláhuac,,Aldana,02910,azcapotzalco,ciudad de méxico,,40,47,23
19.5055991,-99.2473,Oxxo Economistas,5.0,4.4,Circuito Economistas 12E,Satélite,Fraccionamiento Ciudad Satélite,53100,naucalpan de juarez,méxico,,120,9,22
19.468897,-99.1401871,Oxxo,30.0,3.8,Calle Clemente Delibes,,Vallejo Poniente,07790,gustavo a madero,ciudad de méxico,,,,
19.5126235,-99.2311867,Oxxo Satélite,16.0,3.8,Calle Manuel Izaguirre 8,Satélite,Fraccionamiento Ciudad Satélite,53100,naucalpan de juarez,méxico,,120,9,22
