State ID,State,Municipality ID,Municipality,Academic Degree ID,Academic Degree,Population
9,Ciudad de México,9010,Álvaro Obregón,10,Normal de Licenciatura,9561
15,Estado de México,15073,San Antonio la Isla,4,Preparatoria o Bachillerato General,9488
15,Estado de México,15097,Texcaltitlán,3,Secundaria,9459
15,Estado de México,15068,Ozumba,4,Preparatoria o Bachillerato General,9394
9,Ciudad de México,9012,Tlalpan,14,Doctorado,9358
9,Ciudad de México,9007,Iztapalapa,12,Especialidad,9348
15,Estado de México,15029,Chicoloapan,5,Bachillerato Tecnológico o Normal Básica,9293
15,Estado de México,15082,Tejupilco,1,Preescolar o Kínder,9290
15,Estado de México,15081,Tecámac,7,Estudios Técnicos o Comerciales con Secundaria Terminada,9288
15,Estado de México,15011,Atenco,11,Licenciatura,9286
15,Estado de México,15071,Polotitlán,2,Primaria,9284
15,Estado de México,15124,San José del Rincón,1,Preescolar o Kínder,9280
9,Ciudad de México,9004,Cuajimalpa de Morelos,5,Bachillerato Tecnológico o Normal Básica,9229
15,Estado de México,15058,Nezahualcóyotl,6,Estudios Técnicos o Comerciales con Primaria Terminada,9229
15,Estado de México,15003,Aculco,4,Preparatoria o Bachillerato General,9036
15,Estado de México,15107,Tonatico,2,Primaria,9002
15,Estado de México,15079,Soyaniquilpan de Juárez,2,Primaria,8976
9,Ciudad de México,9017,Venustiano Carranza,10,Normal de Licenciatura,8970
15,Estado de México,15031,Chimalhuacán,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,8929
15,Estado de México,15003,Aculco,0,Ninguno,8857
15,Estado de México,15045,Jilotepec,1,Preescolar o Kínder,8771
9,Ciudad de México,9008,La Magdalena Contreras,5,Bachillerato Tecnológico o Normal Básica,8769
15,Estado de México,15110,Valle de Bravo,0,Ninguno,8760
15,Estado de México,15032,Donato Guerra,0,Ninguno,8656
15,Estado de México,15096,Tequixquiac,4,Preparatoria o Bachillerato General,8651
15,Estado de México,15076,San Mateo Atenco,1,Preescolar o Kínder,8586
15,Estado de México,15113,Villa Guerrero,4,Preparatoria o Bachillerato General,8559
15,Estado de México,15047,Jiquipilco,1,Preescolar o Kínder,8526
15,Estado de México,15112,Villa del Carbón,0,Ninguno,8484
15,Estado de México,15104,Tlalnepantla de Baz,6,Estudios Técnicos o Comerciales con Primaria Terminada,8413
15,Estado de México,15102,Timilpan,3,Secundaria,8371
15,Estado de México,15101,Tianguistenco,0,Ninguno,8365
15,Estado de México,15048,Jocotitlán,0,Ninguno,8364
15,Estado de México,15113,Villa Guerrero,1,Preescolar o Kínder,8361
9,Ciudad de México,9009,Milpa Alta,5,Bachillerato Tecnológico o Normal Básica,8353
9,Ciudad de México,9013,Xochimilco,13,Maestría,8344
15,Estado de México,15083,Temamatla,3,Secundaria,8332
15,Estado de México,15022,Cocotitlán,3,Secundaria,8281
15,Estado de México,15049,Joquicingo,3,Secundaria,8278
9,Ciudad de México,9007,Iztapalapa,99,No especificado,8271
15,Estado de México,15072,Rayón,3,Secundaria,8245
15,Estado de México,15073,San Antonio la Isla,11,Licenciatura,8203
15,Estado de México,15115,Xonacatlán,11,Licenciatura,8196
15,Estado de México,15071,Polotitlán,3,Secundaria,8174
15,Estado de México,15079,Soyaniquilpan de Juárez,3,Secundaria,8152
15,Estado de México,15099,Texcoco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,8126
9,Ciudad de México,9014,Benito Juárez,5,Bachillerato Tecnológico o Normal Básica,8116
9,Ciudad de México,9010,Álvaro Obregón,99,No especificado,8096
15,Estado de México,15076,San Mateo Atenco,0,Ninguno,8091
15,Estado de México,15016,Axapusco,4,Preparatoria o Bachillerato General,8073
15,Estado de México,15040,Ixtapan de la Sal,4,Preparatoria o Bachillerato General,8072
15,Estado de México,15104,Tlalnepantla de Baz,12,Especialidad,8037
15,Estado de México,15067,Otzolotepec,1,Preescolar o Kínder,8036
15,Estado de México,15064,El Oro,4,Preparatoria o Bachillerato General,8029
15,Estado de México,15010,Apaxco,4,Preparatoria o Bachillerato General,8021
9,Ciudad de México,9008,La Magdalena Contreras,13,Maestría,7994
15,Estado de México,15099,Texcoco,5,Bachillerato Tecnológico o Normal Básica,7947
15,Estado de México,15095,Tepotzotlán,1,Preescolar o Kínder,7913
15,Estado de México,15101,Tianguistenco,1,Preescolar o Kínder,7867
9,Ciudad de México,9010,Álvaro Obregón,14,Doctorado,7806
15,Estado de México,15019,Capulhuac,11,Licenciatura,7677
15,Estado de México,15111,Villa de Allende,4,Preparatoria o Bachillerato General,7658
15,Estado de México,15063,Ocuilan,4,Preparatoria o Bachillerato General,7651
15,Estado de México,15054,Metepec,5,Bachillerato Tecnológico o Normal Básica,7615
9,Ciudad de México,9016,Miguel Hidalgo,10,Normal de Licenciatura,7595
15,Estado de México,15050,Juchitepec,4,Preparatoria o Bachillerato General,7548
9,Ciudad de México,9010,Álvaro Obregón,6,Estudios Técnicos o Comerciales con Primaria Terminada,7536
9,Ciudad de México,9015,Cuauhtémoc,6,Estudios Técnicos o Comerciales con Primaria Terminada,7502
15,Estado de México,15058,Nezahualcóyotl,12,Especialidad,7465
15,Estado de México,15039,Ixtapaluca,10,Normal de Licenciatura,7464
15,Estado de México,15024,Cuautitlán,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,7463
15,Estado de México,15062,Ocoyoacac,0,Ninguno,7444
15,Estado de México,15035,Huehuetoca,5,Bachillerato Tecnológico o Normal Básica,7437
9,Ciudad de México,9003,Coyoacán,6,Estudios Técnicos o Comerciales con Primaria Terminada,7434
9,Ciudad de México,9015,Cuauhtémoc,14,Doctorado,7423
9,Ciudad de México,9016,Miguel Hidalgo,14,Doctorado,7379
15,Estado de México,15012,Atizapán,2,Primaria,7361
15,Estado de México,15047,Jiquipilco,11,Licenciatura,7351
15,Estado de México,15038,Isidro Fabela,2,Primaria,7346
15,Estado de México,15004,Almoloya de Alquisiras,3,Secundaria,7301
15,Estado de México,15062,Ocoyoacac,1,Preescolar o Kínder,7295
15,Estado de México,15058,Nezahualcóyotl,99,No especificado,7254
15,Estado de México,15001,Acambay de Ruíz Castañeda,11,Licenciatura,7234
15,Estado de México,15055,Mexicaltzingo,3,Secundaria,7225
15,Estado de México,15072,Rayón,2,Primaria,7133
15,Estado de México,15001,Acambay de Ruíz Castañeda,1,Preescolar o Kínder,7122
15,Estado de México,15013,Atizapán de Zaragoza,10,Normal de Licenciatura,7116
15,Estado de México,15024,Cuautitlán,5,Bachillerato Tecnológico o Normal Básica,7099
15,Estado de México,15057,Naucalpan de Juárez,99,No especificado,7050
15,Estado de México,15085,Temascalcingo,1,Preescolar o Kínder,7012
9,Ciudad de México,9002,Azcapotzalco,10,Normal de Licenciatura,7008
15,Estado de México,15070,La Paz,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,7005
9,Ciudad de México,9005,Gustavo A. Madero,14,Doctorado,7003
9,Ciudad de México,9006,Iztacalco,10,Normal de Licenciatura,6992
15,Estado de México,15110,Valle de Bravo,1,Preescolar o Kínder,6937
15,Estado de México,15022,Cocotitlán,2,Primaria,6925
15,Estado de México,15057,Naucalpan de Juárez,14,Doctorado,6914
15,Estado de México,15109,Tultitlán,10,Normal de Licenciatura,6882
15,Estado de México,15037,Huixquilucan,10,Normal de Licenciatura,6877
15,Estado de México,15008,Amatepec,0,Ninguno,6866
15,Estado de México,15043,Xalatlaco,4,Preparatoria o Bachillerato General,6865
15,Estado de México,15091,Teoloyucan,0,Ninguno,6812
15,Estado de México,15002,Acolman,5,Bachillerato Tecnológico o Normal Básica,6809
15,Estado de México,15006,Almoloya del Río,2,Primaria,6796
9,Ciudad de México,9013,Xochimilco,10,Normal de Licenciatura,6773
15,Estado de México,15057,Naucalpan de Juárez,6,Estudios Técnicos o Comerciales con Primaria Terminada,6745
15,Estado de México,15078,Santo Tomás,2,Primaria,6740
15,Estado de México,15056,Morelos,0,Ninguno,6733
15,Estado de México,15055,Mexicaltzingo,2,Primaria,6729
15,Estado de México,15089,Tenango del Aire,3,Secundaria,6719
15,Estado de México,15115,Xonacatlán,0,Ninguno,6712
15,Estado de México,15040,Ixtapan de la Sal,11,Licenciatura,6709
15,Estado de México,15059,Nextlalpan,11,Licenciatura,6687
15,Estado de México,15026,Chapa de Mota,4,Preparatoria o Bachillerato General,6665
15,Estado de México,15018,Calimaya,0,Ninguno,6650
15,Estado de México,15011,Atenco,1,Preescolar o Kínder,6649
15,Estado de México,15038,Isidro Fabela,3,Secundaria,6647
15,Estado de México,15108,Tultepec,5,Bachillerato Tecnológico o Normal Básica,6631
15,Estado de México,15011,Atenco,0,Ninguno,6629
15,Estado de México,15036,Hueypoxtla,0,Ninguno,6622
15,Estado de México,15081,Tecámac,13,Maestría,6616
15,Estado de México,15085,Temascalcingo,11,Licenciatura,6599
15,Estado de México,15117,Zacualpan,3,Secundaria,6597
15,Estado de México,15025,Chalco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,6596
15,Estado de México,15012,Atizapán,3,Secundaria,6591
15,Estado de México,15083,Temamatla,2,Primaria,6578
9,Ciudad de México,9002,Azcapotzalco,6,Estudios Técnicos o Comerciales con Primaria Terminada,6570
15,Estado de México,15048,Jocotitlán,1,Preescolar o Kínder,6570
15,Estado de México,15018,Calimaya,1,Preescolar o Kínder,6539
15,Estado de México,15089,Tenango del Aire,2,Primaria,6523
15,Estado de México,15032,Donato Guerra,4,Preparatoria o Bachillerato General,6512
15,Estado de México,15021,Coatepec Harinas,0,Ninguno,6507
15,Estado de México,15125,Tonanitla,3,Secundaria,6456
15,Estado de México,15053,Melchor Ocampo,0,Ninguno,6384
15,Estado de México,15037,Huixquilucan,99,No especificado,6348
15,Estado de México,15037,Huixquilucan,5,Bachillerato Tecnológico o Normal Básica,6345
15,Estado de México,15039,Ixtapaluca,99,No especificado,6316
15,Estado de México,15100,Tezoyuca,11,Licenciatura,6306
15,Estado de México,15125,Tonanitla,2,Primaria,6293
15,Estado de México,15037,Huixquilucan,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,6260
15,Estado de México,15094,Tepetlixpa,4,Preparatoria o Bachillerato General,6244
9,Ciudad de México,9005,Gustavo A. Madero,99,No especificado,6228
15,Estado de México,15121,Cuautitlán Izcalli,6,Estudios Técnicos o Comerciales con Primaria Terminada,6194
15,Estado de México,15013,Atizapán de Zaragoza,12,Especialidad,6180
15,Estado de México,15056,Morelos,4,Preparatoria o Bachillerato General,6152
15,Estado de México,15080,Sultepec,0,Ninguno,6123
15,Estado de México,15037,Huixquilucan,12,Especialidad,6091
15,Estado de México,15099,Texcoco,13,Maestría,6064
15,Estado de México,15106,Toluca,6,Estudios Técnicos o Comerciales con Primaria Terminada,6054
15,Estado de México,15027,Chapultepec,3,Secundaria,6047
15,Estado de México,15091,Teoloyucan,1,Preescolar o Kínder,6016
15,Estado de México,15107,Tonatico,3,Secundaria,6007
15,Estado de México,15041,Ixtapan del Oro,2,Primaria,5985
15,Estado de México,15046,Jilotzingo,4,Preparatoria o Bachillerato General,5965
15,Estado de México,15028,Chiautla,11,Licenciatura,5964
15,Estado de México,15020,Coacalco de Berriozábal,13,Maestría,5959
15,Estado de México,15034,Ecatzingo,3,Secundaria,5936
15,Estado de México,15105,Tlatlaya,4,Preparatoria o Bachillerato General,5936
15,Estado de México,15096,Tequixquiac,11,Licenciatura,5867
15,Estado de México,15061,Nopaltepec,2,Primaria,5864
15,Estado de México,15027,Chapultepec,2,Primaria,5863
9,Ciudad de México,9017,Venustiano Carranza,6,Estudios Técnicos o Comerciales con Primaria Terminada,5839
15,Estado de México,15006,Almoloya del Río,3,Secundaria,5796
15,Estado de México,15017,Ayapango,3,Secundaria,5767
15,Estado de México,15118,Zinacantepec,7,Estudios Técnicos o Comerciales con Secundaria Terminada,5764
15,Estado de México,15122,Valle de Chalco Solidaridad,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,5763
15,Estado de México,15086,Temascaltepec,0,Ninguno,5701
15,Estado de México,15023,Coyotepec,11,Licenciatura,5693
15,Estado de México,15023,Coyotepec,0,Ninguno,5679
15,Estado de México,15052,Malinalco,4,Preparatoria o Bachillerato General,5649
15,Estado de México,15024,Cuautitlán,7,Estudios Técnicos o Comerciales con Secundaria Terminada,5644
15,Estado de México,15031,Chimalhuacán,99,No especificado,5643
15,Estado de México,15031,Chimalhuacán,7,Estudios Técnicos o Comerciales con Secundaria Terminada,5639
15,Estado de México,15086,Temascaltepec,4,Preparatoria o Bachillerato General,5630
15,Estado de México,15092,Teotihuacán,1,Preescolar o Kínder,5623
15,Estado de México,15122,Valle de Chalco Solidaridad,7,Estudios Técnicos o Comerciales con Secundaria Terminada,5596
9,Ciudad de México,9004,Cuajimalpa de Morelos,7,Estudios Técnicos o Comerciales con Secundaria Terminada,5591
15,Estado de México,15034,Ecatzingo,2,Primaria,5560
15,Estado de México,15053,Melchor Ocampo,1,Preescolar o Kínder,5507
15,Estado de México,15022,Cocotitlán,4,Preparatoria o Bachillerato General,5505
15,Estado de México,15031,Chimalhuacán,10,Normal de Licenciatura,5501
15,Estado de México,15030,Chiconcuac,11,Licenciatura,5499
9,Ciudad de México,9004,Cuajimalpa de Morelos,12,Especialidad,5482
15,Estado de México,15044,Jaltenco,11,Licenciatura,5476
15,Estado de México,15075,San Martín de las Pirámides,11,Licenciatura,5447
15,Estado de México,15064,El Oro,0,Ninguno,5429
9,Ciudad de México,9014,Benito Juárez,6,Estudios Técnicos o Comerciales con Primaria Terminada,5416
15,Estado de México,15010,Apaxco,11,Licenciatura,5411
9,Ciudad de México,9012,Tlalpan,99,No especificado,5386
15,Estado de México,15051,Lerma,13,Maestría,5384
9,Ciudad de México,9002,Azcapotzalco,12,Especialidad,5326
15,Estado de México,15078,Santo Tomás,3,Secundaria,5302
15,Estado de México,15059,Nextlalpan,1,Preescolar o Kínder,5300
15,Estado de México,15109,Tultitlán,99,No especificado,5284
15,Estado de México,15112,Villa del Carbón,1,Preescolar o Kínder,5274
15,Estado de México,15115,Xonacatlán,1,Preescolar o Kínder,5265
15,Estado de México,15109,Tultitlán,13,Maestría,5254
9,Ciudad de México,9012,Tlalpan,6,Estudios Técnicos o Comerciales con Primaria Terminada,5246
15,Estado de México,15111,Villa de Allende,1,Preescolar o Kínder,5204
15,Estado de México,15017,Ayapango,2,Primaria,5184
15,Estado de México,15106,Toluca,12,Especialidad,5161
15,Estado de México,15076,San Mateo Atenco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,5137
15,Estado de México,15099,Texcoco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,5137
9,Ciudad de México,9004,Cuajimalpa de Morelos,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,5125
15,Estado de México,15007,Amanalco,4,Preparatoria o Bachillerato General,5099
15,Estado de México,15061,Nopaltepec,3,Secundaria,5092
15,Estado de México,15026,Chapa de Mota,0,Ninguno,5054
15,Estado de México,15021,Coatepec Harinas,4,Preparatoria o Bachillerato General,5046
15,Estado de México,15093,Tepetlaoxtoc,11,Licenciatura,5025
9,Ciudad de México,9007,Iztapalapa,14,Doctorado,5024
15,Estado de México,15083,Temamatla,4,Preparatoria o Bachillerato General,5024
15,Estado de México,15063,Ocuilan,0,Ninguno,5013
15,Estado de México,15009,Amecameca,1,Preescolar o Kínder,4951
9,Ciudad de México,9006,Iztacalco,12,Especialidad,4913
15,Estado de México,15070,La Paz,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4893
9,Ciudad de México,9016,Miguel Hidalgo,6,Estudios Técnicos o Comerciales con Primaria Terminada,4878
15,Estado de México,15065,Otumba,11,Licenciatura,4878
15,Estado de México,15059,Nextlalpan,0,Ninguno,4874
9,Ciudad de México,9011,Tláhuac,13,Maestría,4872
15,Estado de México,15020,Coacalco de Berriozábal,10,Normal de Licenciatura,4867
15,Estado de México,15060,Nicolás Romero,13,Maestría,4856
15,Estado de México,15021,Coatepec Harinas,1,Preescolar o Kínder,4830
15,Estado de México,15003,Aculco,1,Preescolar o Kínder,4822
15,Estado de México,15005,Almoloya de Juárez,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4775
15,Estado de México,15060,Nicolás Romero,10,Normal de Licenciatura,4769
15,Estado de México,15109,Tultitlán,6,Estudios Técnicos o Comerciales con Primaria Terminada,4764
15,Estado de México,15121,Cuautitlán Izcalli,12,Especialidad,4744
15,Estado de México,15037,Huixquilucan,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4725
15,Estado de México,15120,Zumpango,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,4695
15,Estado de México,15008,Amatepec,4,Preparatoria o Bachillerato General,4693
15,Estado de México,15103,Tlalmanalco,1,Preescolar o Kínder,4692
15,Estado de México,15108,Tultepec,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,4660
15,Estado de México,15013,Atizapán de Zaragoza,6,Estudios Técnicos o Comerciales con Primaria Terminada,4628
15,Estado de México,15084,Temascalapa,1,Preescolar o Kínder,4597
9,Ciudad de México,9009,Milpa Alta,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4596
15,Estado de México,15040,Ixtapan de la Sal,0,Ninguno,4594
15,Estado de México,15123,Luvianos,4,Preparatoria o Bachillerato General,4594
15,Estado de México,15051,Lerma,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,4585
15,Estado de México,15084,Temascalapa,0,Ninguno,4546
15,Estado de México,15090,Tenango del Valle,5,Bachillerato Tecnológico o Normal Básica,4535
15,Estado de México,15084,Temascalapa,11,Licenciatura,4517
9,Ciudad de México,9011,Tláhuac,10,Normal de Licenciatura,4502
15,Estado de México,15064,El Oro,11,Licenciatura,4502
15,Estado de México,15068,Ozumba,11,Licenciatura,4495
15,Estado de México,15072,Rayón,4,Preparatoria o Bachillerato General,4493
15,Estado de México,15092,Teotihuacán,0,Ninguno,4474
15,Estado de México,15121,Cuautitlán Izcalli,99,No especificado,4457
15,Estado de México,15081,Tecámac,10,Normal de Licenciatura,4446
15,Estado de México,15118,Zinacantepec,5,Bachillerato Tecnológico o Normal Básica,4443
15,Estado de México,15007,Amanalco,0,Ninguno,4407
15,Estado de México,15043,Xalatlaco,11,Licenciatura,4407
15,Estado de México,15100,Tezoyuca,0,Ninguno,4388
15,Estado de México,15114,Villa Victoria,11,Licenciatura,4386
15,Estado de México,15052,Malinalco,0,Ninguno,4363
15,Estado de México,15054,Metepec,12,Especialidad,4351
15,Estado de México,15036,Hueypoxtla,1,Preescolar o Kínder,4308
15,Estado de México,15118,Zinacantepec,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,4294
15,Estado de México,15063,Ocuilan,1,Preescolar o Kínder,4285
15,Estado de México,15112,Villa del Carbón,11,Licenciatura,4270
15,Estado de México,15104,Tlalnepantla de Baz,99,No especificado,4268
15,Estado de México,15125,Tonanitla,4,Preparatoria o Bachillerato General,4237
15,Estado de México,15025,Chalco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4235
15,Estado de México,15055,Mexicaltzingo,4,Preparatoria o Bachillerato General,4222
15,Estado de México,15080,Sultepec,4,Preparatoria o Bachillerato General,4218
15,Estado de México,15009,Amecameca,0,Ninguno,4216
15,Estado de México,15089,Tenango del Aire,4,Preparatoria o Bachillerato General,4121
15,Estado de México,15100,Tezoyuca,1,Preescolar o Kínder,4121
9,Ciudad de México,9005,Gustavo A. Madero,9,Normal con Primaria o Secundaria Terminada,4120
15,Estado de México,15118,Zinacantepec,13,Maestría,4120
9,Ciudad de México,9009,Milpa Alta,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,4105
15,Estado de México,15051,Lerma,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4082
15,Estado de México,15029,Chicoloapan,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4080
15,Estado de México,15002,Acolman,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,4076
15,Estado de México,15086,Temascaltepec,1,Preescolar o Kínder,4067
15,Estado de México,15077,San Simón de Guerrero,2,Primaria,4056
9,Ciudad de México,9017,Venustiano Carranza,12,Especialidad,4054
15,Estado de México,15102,Timilpan,4,Preparatoria o Bachillerato General,4045
15,Estado de México,15108,Tultepec,7,Estudios Técnicos o Comerciales con Secundaria Terminada,4030
15,Estado de México,15027,Chapultepec,4,Preparatoria o Bachillerato General,4029
15,Estado de México,15081,Tecámac,99,No especificado,4026
15,Estado de México,15040,Ixtapan de la Sal,1,Preescolar o Kínder,4024
15,Estado de México,15106,Toluca,14,Doctorado,3981
15,Estado de México,15064,El Oro,1,Preescolar o Kínder,3966
15,Estado de México,15015,Atlautla,0,Ninguno,3940
9,Ciudad de México,9006,Iztacalco,6,Estudios Técnicos o Comerciales con Primaria Terminada,3924
15,Estado de México,15003,Aculco,11,Licenciatura,3920
15,Estado de México,15020,Coacalco de Berriozábal,6,Estudios Técnicos o Comerciales con Primaria Terminada,3897
15,Estado de México,15034,Ecatzingo,4,Preparatoria o Bachillerato General,3867
15,Estado de México,15023,Coyotepec,1,Preescolar o Kínder,3866
15,Estado de México,15025,Chalco,10,Normal de Licenciatura,3860
15,Estado de México,15105,Tlatlaya,1,Preescolar o Kínder,3855
15,Estado de México,15113,Villa Guerrero,11,Licenciatura,3846
15,Estado de México,15036,Hueypoxtla,11,Licenciatura,3842
15,Estado de México,15096,Tequixquiac,5,Bachillerato Tecnológico o Normal Básica,3833
15,Estado de México,15011,Atenco,5,Bachillerato Tecnológico o Normal Básica,3816
15,Estado de México,15054,Metepec,10,Normal de Licenciatura,3782
15,Estado de México,15091,Teoloyucan,5,Bachillerato Tecnológico o Normal Básica,3773
9,Ciudad de México,9004,Cuajimalpa de Morelos,10,Normal de Licenciatura,3755
15,Estado de México,15095,Tepotzotlán,5,Bachillerato Tecnológico o Normal Básica,3743
15,Estado de México,15029,Chicoloapan,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,3735
15,Estado de México,15039,Ixtapaluca,13,Maestría,3735
9,Ciudad de México,9008,La Magdalena Contreras,99,No especificado,3688
15,Estado de México,15109,Tultitlán,12,Especialidad,3688
9,Ciudad de México,9007,Iztapalapa,9,Normal con Primaria o Secundaria Terminada,3663
15,Estado de México,15050,Juchitepec,0,Ninguno,3653
9,Ciudad de México,9013,Xochimilco,9,Normal con Primaria o Secundaria Terminada,3648
15,Estado de México,15019,Capulhuac,1,Preescolar o Kínder,3648
15,Estado de México,15016,Axapusco,11,Licenciatura,3582
15,Estado de México,15021,Coatepec Harinas,11,Licenciatura,3569
15,Estado de México,15081,Tecámac,6,Estudios Técnicos o Comerciales con Primaria Terminada,3568
15,Estado de México,15016,Axapusco,0,Ninguno,3558
15,Estado de México,15103,Tlalmanalco,0,Ninguno,3519
15,Estado de México,15068,Ozumba,0,Ninguno,3504
15,Estado de México,15065,Otumba,0,Ninguno,3449
15,Estado de México,15077,San Simón de Guerrero,3,Secundaria,3442
15,Estado de México,15024,Cuautitlán,13,Maestría,3440
15,Estado de México,15065,Otumba,1,Preescolar o Kínder,3438
15,Estado de México,15096,Tequixquiac,0,Ninguno,3434
15,Estado de México,15120,Zumpango,7,Estudios Técnicos o Comerciales con Secundaria Terminada,3433
15,Estado de México,15096,Tequixquiac,1,Preescolar o Kínder,3431
15,Estado de México,15043,Xalatlaco,0,Ninguno,3404
15,Estado de México,15067,Otzolotepec,5,Bachillerato Tecnológico o Normal Básica,3381
15,Estado de México,15045,Jilotepec,5,Bachillerato Tecnológico o Normal Básica,3375
15,Estado de México,15032,Donato Guerra,1,Preescolar o Kínder,3365
15,Estado de México,15119,Zumpahuacán,0,Ninguno,3354
15,Estado de México,15054,Metepec,6,Estudios Técnicos o Comerciales con Primaria Terminada,3352
15,Estado de México,15038,Isidro Fabela,4,Preparatoria o Bachillerato General,3317
15,Estado de México,15115,Xonacatlán,5,Bachillerato Tecnológico o Normal Básica,3316
15,Estado de México,15097,Texcaltitlán,4,Preparatoria o Bachillerato General,3311
15,Estado de México,15071,Polotitlán,4,Preparatoria o Bachillerato General,3309
15,Estado de México,15079,Soyaniquilpan de Juárez,4,Preparatoria o Bachillerato General,3307
15,Estado de México,15106,Toluca,9,Normal con Primaria o Secundaria Terminada,3303
15,Estado de México,15010,Apaxco,0,Ninguno,3286
15,Estado de México,15005,Almoloya de Juárez,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,3285
15,Estado de México,15029,Chicoloapan,99,No especificado,3279
15,Estado de México,15015,Atlautla,1,Preescolar o Kínder,3273
15,Estado de México,15116,Zacazonapan,2,Primaria,3266
9,Ciudad de México,9013,Xochimilco,12,Especialidad,3264
15,Estado de México,15076,San Mateo Atenco,5,Bachillerato Tecnológico o Normal Básica,3261
15,Estado de México,15098,Texcalyacac,3,Secundaria,3245
15,Estado de México,15118,Zinacantepec,10,Normal de Licenciatura,3245
15,Estado de México,15081,Tecámac,12,Especialidad,3241
15,Estado de México,15056,Morelos,1,Preescolar o Kínder,3240
15,Estado de México,15026,Chapa de Mota,1,Preescolar o Kínder,3237
15,Estado de México,15066,Otzoloapan,2,Primaria,3228
15,Estado de México,15017,Ayapango,4,Preparatoria o Bachillerato General,3221
15,Estado de México,15053,Melchor Ocampo,5,Bachillerato Tecnológico o Normal Básica,3218
15,Estado de México,15012,Atizapán,4,Preparatoria o Bachillerato General,3215
9,Ciudad de México,9015,Cuauhtémoc,99,No especificado,3203
15,Estado de México,15002,Acolman,7,Estudios Técnicos o Comerciales con Secundaria Terminada,3198
15,Estado de México,15062,Ocoyoacac,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,3198
15,Estado de México,15073,San Antonio la Isla,1,Preescolar o Kínder,3193
15,Estado de México,15041,Ixtapan del Oro,3,Secundaria,3156
15,Estado de México,15008,Amatepec,1,Preescolar o Kínder,3149
15,Estado de México,15019,Capulhuac,0,Ninguno,3142
15,Estado de México,15043,Xalatlaco,1,Preescolar o Kínder,3140
15,Estado de México,15105,Tlatlaya,11,Licenciatura,3136
15,Estado de México,15027,Chapultepec,11,Licenciatura,3078
15,Estado de México,15123,Luvianos,1,Preescolar o Kínder,3075
15,Estado de México,15050,Juchitepec,11,Licenciatura,3058
15,Estado de México,15122,Valle de Chalco Solidaridad,10,Normal de Licenciatura,3054
15,Estado de México,15010,Apaxco,1,Preescolar o Kínder,3053
15,Estado de México,15015,Atlautla,11,Licenciatura,3053
9,Ciudad de México,9013,Xochimilco,6,Estudios Técnicos o Comerciales con Primaria Terminada,3050
15,Estado de México,15068,Ozumba,1,Preescolar o Kínder,3048
15,Estado de México,15055,Mexicaltzingo,11,Licenciatura,3041
15,Estado de México,15107,Tonatico,4,Preparatoria o Bachillerato General,3040
15,Estado de México,15033,Ecatepec de Morelos,14,Doctorado,3033
9,Ciudad de México,9014,Benito Juárez,99,No especificado,3016
15,Estado de México,15070,La Paz,10,Normal de Licenciatura,3012
15,Estado de México,15080,Sultepec,1,Preescolar o Kínder,2991
15,Estado de México,15046,Jilotzingo,11,Licenciatura,2979
15,Estado de México,15062,Ocoyoacac,7,Estudios Técnicos o Comerciales con Secundaria Terminada,2950
15,Estado de México,15060,Nicolás Romero,99,No especificado,2935
15,Estado de México,15061,Nopaltepec,4,Preparatoria o Bachillerato General,2927
15,Estado de México,15022,Cocotitlán,11,Licenciatura,2926
15,Estado de México,15049,Joquicingo,4,Preparatoria o Bachillerato General,2912
15,Estado de México,15121,Cuautitlán Izcalli,14,Doctorado,2908
15,Estado de México,15008,Amatepec,11,Licenciatura,2903
15,Estado de México,15052,Malinalco,1,Preescolar o Kínder,2875
15,Estado de México,15093,Tepetlaoxtoc,1,Preescolar o Kínder,2859
15,Estado de México,15016,Axapusco,1,Preescolar o Kínder,2841
15,Estado de México,15033,Ecatepec de Morelos,9,Normal con Primaria o Secundaria Terminada,2820
15,Estado de México,15094,Tepetlixpa,11,Licenciatura,2817
